BESTELLIDENT;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST;PROGNOSE_BETRUG
251;ja;nein;1975-03-26 00:00:00.000;nein;nein;Lastschrift;;12.2007;ja;10,8;Mo;1899-12-30 10:36:00.000;1;202496;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
257;ja;nein;1961-08-28 00:00:00.000;ja;nein;Rechnung;;10.2007;;6,5;Do;1899-12-30 12:28:00.000;1;107300;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
258;ja;nein;1977-11-27 00:00:00.000;nein;nein;Kreditkarte;Amex;8.2005;ja;18;Do;1899-12-30 04:15:00.000;1;401856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;7,97;2002-10-31 00:00:00.000;0;0;nein
259;ja;ja;1961-01-22 00:00:00.000;nein;nein;Kreditkarte;Eurocard;4.2007;ja;52;Mi;1899-12-30 09:41:00.000;1;104522;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
262;ja;ja;1980-01-21 00:00:00.000;ja;nein;Rechnung;;10.2005;;30,59;Di;1899-12-30 13:41:00.000;2;407193;202448.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;3;526,83;2003-05-16 00:00:00.000;1;1;nein
264;ja;nein;1969-04-03 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2006;ja;10,8;Sa;1899-12-30 11:06:00.000;1;202496;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
271;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;9.2005;;17,5;Mi;1899-12-30 06:16:00.000;1;607046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;30,98;2003-01-21 00:00:00.000;1;1;nein
272;nein;nein;1961-09-24 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2007;ja;26;So;1899-12-30 00:43:00.000;1;106398;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;11;nein;1;113,37;2001-04-30 00:00:00.000;0;1;nein
273;ja;nein;1975-01-24 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2006;ja;8,5;Sa;1899-12-30 08:53:00.000;1;205431;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
276;ja;nein;1981-03-17 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2005;ja;98,19;Fr;1899-12-30 01:24:00.000;5;102448;208609.0;403776.0;200925.0;302677.0;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
277;ja;nein;1979-01-04 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;5.2006;ja;5,2;Fr;1899-12-30 08:49:00.000;1;202062;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;19,96;2001-10-04 00:00:00.000;0;0;nein
279;ja;nein;1979-03-22 00:00:00.000;ja;nein;Rechnung;;10.2007;;43,99;Mo;1899-12-30 14:40:00.000;2;404077;204645.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
283;nein;nein;1974-08-26 00:00:00.000;nein;nein;Kreditkarte;Eurocard;10.2006;ja;29,99;Sa;1899-12-30 03:11:00.000;1;606858;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
284;ja;nein;1963-08-26 00:00:00.000;nein;nein;Kreditkarte;Visa;11.2006;ja;19,99;So;1899-12-30 16:25:00.000;1;104485;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
291;ja;nein;1975-11-22 00:00:00.000;ja;nein;Rechnung;;5.2007;;12,6;Mo;1899-12-30 08:53:00.000;1;405540;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;58,57;2001-03-01 00:00:00.000;0;0;nein
294;ja;nein;1981-07-24 00:00:00.000;ja;nein;Rechnung;;1.2007;;37;Di;1899-12-30 10:27:00.000;1;600925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
295;ja;nein;1983-12-08 00:00:00.000;ja;nein;Lastschrift;;7.2007;ja;64,5;Sa;1899-12-30 15:12:00.000;1;608801;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;10;nein;2;13,58;2004-02-28 00:00:00.000;0;0;ja
296;nein;nein;1957-09-02 00:00:00.000;ja;nein;Rechnung;;5.2005;;8,5;Do;1899-12-30 12:10:00.000;1;508997;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;3;104,13;2003-09-18 00:00:00.000;0;0;nein
298;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;4.2007;;73,49;Mo;1899-12-30 00:23:00.000;2;401373;309102.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;55,16;2003-06-16 00:00:00.000;3;3;nein
299;ja;ja;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;2.2006;ja;37;Fr;1899-12-30 07:18:00.000;1;600925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;24,19;2004-06-15 00:00:00.000;0;0;nein
300;ja;nein;1976-08-12 00:00:00.000;nein;nein;Lastschrift;;1.2005;ja;54,5;Fr;1899-12-30 17:46:00.000;1;208777;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
304;ja;ja;1958-08-10 00:00:00.000;ja;nein;Rechnung;;4.2005;;62;Sa;1899-12-30 00:30:00.000;1;106284;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
310;ja;nein;1974-05-16 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2005;ja;29,99;Mi;1899-12-30 07:26:00.000;1;406005;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
311;ja;nein;1976-11-20 00:00:00.000;ja;nein;Rechnung;;5.2006;;41,5;Do;1899-12-30 18:14:00.000;2;407255;204723.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
313;ja;nein;1952-03-06 00:00:00.000;ja;nein;Rechnung;;7.2006;;41;Sa;1899-12-30 00:05:00.000;1;300767;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
314;ja;nein;1967-09-08 00:00:00.000;ja;nein;Rechnung;;7.2007;;12,6;So;1899-12-30 23:53:00.000;1;204522;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;2;40,2;2001-08-21 00:00:00.000;0;0;ja
319;ja;nein;1958-11-27 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2007;ja;14,5;Mo;1899-12-30 00:00:00.000;1;402062;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
323;nein;nein;1961-01-30 00:00:00.000;nein;nein;Lastschrift;;2.2005;ja;29,5;Sa;1899-12-30 12:05:00.000;1;104792;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
325;ja;nein;1964-08-16 00:00:00.000;nein;nein;Kreditkarte;Eurocard;3.2006;ja;62;So;1899-12-30 05:18:00.000;1;108889;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
326;ja;nein;1965-08-08 00:00:00.000;ja;nein;Rechnung;;9.2005;;32,8;Fr;1899-12-30 19:35:00.000;1;409736;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
331;ja;nein;1958-04-28 00:00:00.000;ja;nein;Kreditkarte;Visa;12.2005;ja;72,5;Mi;1899-12-30 14:10:00.000;2;407387;406398.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
335;ja;nein;1983-03-25 00:00:00.000;nein;nein;Kreditkarte;Eurocard;2.2007;ja;62;So;1899-12-30 19:27:00.000;1;404723;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;8;nein;1;36,61;2002-05-27 00:00:00.000;0;1;nein
341;ja;nein;1981-02-14 00:00:00.000;ja;nein;Rechnung;;7.2005;;47,9;Mi;1899-12-30 00:00:00.000;2;409015;502677.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
344;ja;nein;1973-09-11 00:00:00.000;ja;nein;Rechnung;;7.2005;;68,4;Sa;1899-12-30 06:40:00.000;1;401796;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;17,09;2002-02-15 00:00:00.000;0;0;nein
349;ja;nein;1986-01-15 00:00:00.000;ja;nein;Rechnung;;10.2005;;30,4;Fr;1899-12-30 14:13:00.000;2;101796;405540.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;19,15;2003-05-16 00:00:00.000;0;0;ja
350;ja;nein;1954-10-27 00:00:00.000;ja;nein;Rechnung;;5.2007;;32,8;Fr;1899-12-30 13:44:00.000;1;507046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;30,78;2001-06-19 00:00:00.000;0;0;nein
351;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;5.2006;nein;23,5;Di;1899-12-30 16:23:00.000;1;204242;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;2;31,74;2004-08-24 00:00:00.000;0;0;nein
352;ja;ja;1984-09-04 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2007;ja;12,6;So;1899-12-30 17:09:00.000;1;201619;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
354;ja;nein;1973-07-11 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2007;ja;9,99;So;1899-12-30 14:14:00.000;1;102697;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;38,46;2004-05-11 00:00:00.000;0;0;nein
357;ja;nein;1966-04-25 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2006;ja;19,99;Sa;1899-12-30 21:08:00.000;1;203639;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;8,96;2000-12-24 00:00:00.000;0;0;nein
358;ja;ja;1899-12-30 00:00:00.000;ja;nein;Rechnung;;4.2007;;17,5;Fr;1899-12-30 16:31:00.000;1;102448;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;18,34;2003-07-31 00:00:00.000;0;0;nein
359;nein;nein;1979-03-21 00:00:00.000;ja;nein;Rechnung;;6.2006;;37;Sa;1899-12-30 12:25:00.000;1;403533;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
360;ja;nein;1976-04-08 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2007;ja;41;Di;1899-12-30 15:53:00.000;1;309500;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
366;ja;nein;1963-12-23 00:00:00.000;nein;nein;Lastschrift;;5.2007;ja;10,8;So;1899-12-30 07:51:00.000;1;508889;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
368;ja;nein;1970-11-24 00:00:00.000;nein;ja;Lastschrift;;1.2007;ja;142,1;Fr;1899-12-30 18:44:00.000;4;109670;409736.0;506590.0;102845.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
370;ja;nein;1965-11-17 00:00:00.000;ja;nein;Kreditkarte;Eurocard;1.2006;ja;12,6;Sa;1899-12-30 12:40:00.000;1;205874;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
373;ja;nein;1953-01-18 00:00:00.000;nein;nein;Kreditkarte;Visa;1.2006;ja;29,99;Sa;1899-12-30 14:30:00.000;1;305685;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;90,98;2002-07-29 00:00:00.000;0;1;nein
379;ja;nein;1984-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2006;ja;43,5;Fr;1899-12-30 08:58:00.000;1;403203;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
380;nein;nein;1966-09-08 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2006;ja;39,5;Sa;1899-12-30 11:17:00.000;1;600476;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;77,34;2003-12-22 00:00:00.000;0;0;nein
381;ja;nein;1969-01-21 00:00:00.000;ja;nein;Rechnung;;2.2006;;41;Do;1899-12-30 06:02:00.000;1;407022;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
386;ja;nein;1971-09-26 00:00:00.000;ja;nein;Rechnung;;9.2005;;57,3;Di;1899-12-30 04:31:00.000;2;201893;407491.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;43,47;2003-08-23 00:00:00.000;0;1;nein
387;ja;ja;1981-09-24 00:00:00.000;ja;nein;Rechnung;;12.2007;;79,2;Sa;1899-12-30 15:04:00.000;3;406859;502454.0;209725.0;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;127,32;2001-08-18 00:00:00.000;0;0;ja
389;ja;nein;1960-11-21 00:00:00.000;ja;nein;Rechnung;;6.2006;;10,8;So;1899-12-30 14:15:00.000;1;209386;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;51,13;2002-01-14 00:00:00.000;0;2;nein
390;ja;nein;1980-09-04 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;12.2007;ja;8,5;So;1899-12-30 15:10:00.000;1;500959;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;9,96;2002-01-25 00:00:00.000;0;1;nein
392;ja;nein;1971-05-25 00:00:00.000;ja;nein;Kreditkarte;Eurocard;2.2005;ja;12,6;Sa;1899-12-30 20:01:00.000;1;206507;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;17,76;2004-03-02 00:00:00.000;0;0;nein
393;ja;nein;1979-10-11 00:00:00.000;ja;nein;Rechnung;;3.2007;;34,5;Fr;1899-12-30 07:01:00.000;1;101856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
396;ja;ja;1985-03-13 00:00:00.000;ja;nein;Rechnung;;7.2006;;32,8;Sa;1899-12-30 04:03:00.000;1;200329;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
400;nein;nein;1985-08-15 00:00:00.000;ja;nein;Rechnung;;1.2006;;27,8;So;1899-12-30 09:51:00.000;2;507359;204723.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;28,34;2001-08-21 00:00:00.000;0;0;ja
403;ja;ja;1963-08-16 00:00:00.000;ja;nein;Rechnung;;3.2006;;52;Di;1899-12-30 18:46:00.000;1;103639;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
408;nein;nein;1982-10-17 00:00:00.000;ja;nein;Rechnung;;3.2007;;9,99;So;1899-12-30 19:35:00.000;1;102090;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;28,54;2001-10-09 00:00:00.000;0;0;nein
410;ja;nein;1975-06-30 00:00:00.000;ja;nein;Rechnung;;12.2005;;42,8;Fr;1899-12-30 08:18:00.000;1;404269;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;195,14;2001-12-19 00:00:00.000;0;0;nein
411;ja;nein;1985-01-08 00:00:00.000;ja;nein;Rechnung;;1.2005;;9,8;So;1899-12-30 23:54:00.000;1;500147;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;30,25;2004-06-26 00:00:00.000;0;0;nein
412;nein;nein;1953-01-03 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;7.2005;ja;57,2;So;1899-12-30 12:49:00.000;3;406160;303776.0;401216.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
414;ja;nein;1982-04-02 00:00:00.000;ja;nein;Rechnung;;5.2006;;19,99;Sa;1899-12-30 10:21:00.000;1;200767;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
417;ja;ja;1899-12-30 00:00:00.000;ja;nein;Rechnung;;9.2005;;18,5;Mi;1899-12-30 05:23:00.000;1;303367;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;20,39;2001-11-02 00:00:00.000;0;1;ja
421;ja;nein;1984-03-15 00:00:00.000;ja;nein;Rechnung;;5.2007;;43,5;Do;1899-12-30 15:39:00.000;1;400476;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;22,13;2004-10-06 00:00:00.000;0;0;nein
423;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;11.2005;;12,6;Fr;1899-12-30 13:55:00.000;1;504159;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
426;ja;nein;1986-12-16 00:00:00.000;ja;nein;Rechnung;;5.2005;;42,8;So;1899-12-30 01:50:00.000;1;400061;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
427;ja;nein;1979-05-23 00:00:00.000;ja;nein;Rechnung;;10.2006;;38,49;Fr;1899-12-30 09:52:00.000;2;504258;106504.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;12,14;2002-09-03 00:00:00.000;0;0;nein
431;ja;ja;1961-12-05 00:00:00.000;ja;nein;Rechnung;;2.2005;;8,5;Do;1899-12-30 12:51:00.000;1;409662;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
436;ja;ja;1967-03-08 00:00:00.000;ja;ja;Kreditkarte;Visa;8.2007;ja;98,39;Mo;1899-12-30 07:45:00.000;2;407171;305685.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
438;ja;nein;1967-09-06 00:00:00.000;nein;nein;Lastschrift;;12.2006;ja;10,8;Mo;1899-12-30 20:06:00.000;1;203136;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;29,38;2003-05-20 00:00:00.000;0;0;nein
440;ja;ja;1981-06-23 00:00:00.000;ja;nein;Rechnung;;6.2007;;22,95;Di;1899-12-30 06:30:00.000;1;509121;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
444;nein;nein;1975-03-31 00:00:00.000;ja;nein;Rechnung;;4.2005;;22,95;Do;1899-12-30 09:51:00.000;1;205685;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;2;46,6;2002-12-16 00:00:00.000;0;0;nein
447;ja;nein;1961-05-26 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2005;ja;29,99;Di;1899-12-30 19:12:00.000;1;504765;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
448;ja;nein;1950-01-03 00:00:00.000;ja;nein;Rechnung;;9.2006;;37;Mi;1899-12-30 12:05:00.000;1;402734;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;18,5;2004-10-04 00:00:00.000;0;0;nein
451;ja;nein;1981-03-27 00:00:00.000;ja;nein;Rechnung;;9.2006;;54,5;Di;1899-12-30 09:24:00.000;1;307359;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;25,91;2004-01-16 00:00:00.000;0;0;nein
454;ja;nein;1979-03-24 00:00:00.000;ja;nein;Rechnung;;10.2006;;23,5;Mi;1899-12-30 02:31:00.000;1;402224;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;110,47;2001-01-23 00:00:00.000;0;0;nein
459;ja;nein;1960-01-25 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2007;ja;23;Mo;1899-12-30 07:22:00.000;2;109102;408997.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
460;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;6.2006;;9,99;So;1899-12-30 20:43:00.000;1;101371;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;36,39;2004-06-13 00:00:00.000;0;0;nein
462;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;6.2007;ja;6,5;So;1899-12-30 15:40:00.000;1;402089;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
467;ja;ja;1973-12-20 00:00:00.000;ja;ja;Rechnung;;7.2006;;9,99;Fr;1899-12-30 00:03:00.000;1;405580;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
468;ja;ja;1986-05-18 00:00:00.000;ja;nein;Rechnung;;1.2007;;18,2;Sa;1899-12-30 22:55:00.000;1;406520;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
469;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;5.2006;;18;Sa;1899-12-30 22:52:00.000;1;407387;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;2;41,1;2003-01-26 00:00:00.000;0;0;nein
471;nein;nein;1979-12-11 00:00:00.000;ja;nein;Rechnung;;7.2005;;9,8;Mi;1899-12-30 12:46:00.000;1;500147;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;103,46;2001-06-11 00:00:00.000;0;0;nein
473;ja;ja;1965-06-20 00:00:00.000;ja;nein;Rechnung;;1.2007;;12,6;Sa;1899-12-30 15:35:00.000;1;204522;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
476;nein;nein;1953-09-06 00:00:00.000;ja;nein;Rechnung;;1.2007;;34,5;So;1899-12-30 18:30:00.000;1;504935;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;63,33;2002-12-17 00:00:00.000;0;0;nein
477;ja;nein;1979-03-21 00:00:00.000;ja;ja;Rechnung;;6.2007;;18,5;Sa;1899-12-30 17:17:00.000;1;509670;;;;;;;;;;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;10,16;2002-03-26 00:00:00.000;0;2;nein
478;nein;nein;1972-11-20 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2006;ja;71,9;Sa;1899-12-30 10:08:00.000;4;509006;205874.0;202246.0;407223.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;44,06;2004-10-06 00:00:00.000;0;0;nein
479;ja;nein;1972-10-08 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2005;ja;57,8;Mi;1899-12-30 18:36:00.000;1;400914;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
